text	domain	intent	target
alarm. set timer	ALARM	set_timer	alarm. set timer
play 100.7 on tunein.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
start music.	MEDIACONTROL	play_media	media control. play media
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
weather. weather default	WEATHER	weather_default	weather. weather default
play arctic monkeys.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play kate bush.	MEDIACONTROL	play_media	media control. play media
play 590 am.	MEDIACONTROL	play_media	media control. play media
play music by the beatles.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
set alarm for 2:30 pm.	ALARM	set_alarm	alarm. set alarm
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
what's wrong?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play let it go.	MEDIACONTROL	play_media	media control. play media
play 1070 the fan.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
play young jeezy.	MEDIACONTROL	play_media	media control. play media
alarm. find alarm	ALARM	find_alarm	alarm. find alarm
turn off the anniversary lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
girl.	OTHER	other	other. other
play some marc anthony.	MEDIACONTROL	play_media	media control. play media
media control. shuffle music	MEDIACONTROL	shuffle_music	media control. shuffle music
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
increase volume.	MEDIACONTROL	volume_up	media control. volume up
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
hey cortana what's the temperature right now.	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. turn off alarm	ALARM	turn_off_alarm	alarm. turn off alarm
calendar. find calendar entry	CALENDAR	find_calendar_entry	calendar. find calendar entry
turn off bedside lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
dim the kitchen lights.	HOMEAUTOMATION	turn_down	home automation. turn down
places. places default	PLACES	places_default	places. places default
set an alarm.	ALARM	set_alarm	alarm. set alarm
are you on the internet?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
what is the temperature outside right now?	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
are you gay?	OTHER	other	other. other
play liquid swords.	MEDIACONTROL	play_media	media control. play media
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
play closer by dido.	MEDIACONTROL	play_media	media control. play media
play brett eldredge.	MEDIACONTROL	play_media	media control. play media
play spotify reggae music.	MEDIACONTROL	play_media	media control. play media
wake me up at 9 o'clock.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play music on tunein.	MEDIACONTROL	play_media	media control. play media
any news?	OTHER	other	other. other
michael.	OTHER	other	other. other
play the 12 days of christmas.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play weei on tunein.	MEDIACONTROL	play_media	media control. play media
play wfyi on tunein.	MEDIACONTROL	play_media	media control. play media
paper.	OTHER	other	other. other
alarm. set timer	ALARM	set_timer	alarm. set timer
turn off the timer.	ALARM	turn_off_timer	alarm. turn off timer
other. other	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
tell us another joke.	OTHER	other	other. other
play the frozen soundtrack.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
set temperature to 68 degrees.	HOMEAUTOMATION	set_device	home automation. set device
media control. play media	MEDIACONTROL	play_media	media control. play media
play classical mpr 99.5.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
what is the temperature tomorrow?	WEATHER	weather_default	weather. weather default
play some blake shelton.	MEDIACONTROL	play_media	media control. play media
play cortana.	MEDIACONTROL	play	media control. play
play rock 101.1.	MEDIACONTROL	play_media	media control. play media
play again.	MEDIACONTROL	repeat	media control. repeat
play today.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
not working.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play Charlie Brown Christmas.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
add bluetooth.	ONDEVICE	open_setting	on device. open setting
play classic country.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
turn off the great room lights.	HOMEAUTOMATION	turn_off	home automation. turn off
shut up.	COMMON	stop	common. stop
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
set an alarm for 2:30 PM.	ALARM	set_alarm	alarm. set alarm
play harp music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
outside temperature.	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for one minute from now.	ALARM	set_alarm	alarm. set alarm
play red hot chili peppers.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play some 90s rock.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play 80s hits.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play chill hits on spotify.	MEDIACONTROL	play_media	media control. play media
play some railroad earth.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
magic.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
low.	OTHER	other	other. other
play grateful dead music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
play wake me up before you gogo.	MEDIACONTROL	play_media	media control. play media
play bbc world service uk.	MEDIACONTROL	play_media	media control. play media
wake me up at 7 am tomorrow.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
wake me up at 5:45.	ALARM	set_alarm	alarm. set alarm
play Vybz Kartel.	MEDIACONTROL	play_media	media control. play media
media control. stop	MEDIACONTROL	stop	media control. stop
what's today's temperature?	WEATHER	weather_default	weather. weather default
other. other	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
can you play a?	MEDIACONTROL	play	media control. play
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for one hour from now.	ALARM	set_alarm	alarm. set alarm
play daily mix 4.	MEDIACONTROL	play_media	media control. play media
media control. recognize currently playing	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
set the alarm for 5:45 am.	ALARM	set_alarm	alarm. set alarm
play slow jazz.	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
media control. play media	MEDIACONTROL	play_media	media control. play media
call megan.	COMMUNICATION	make_call	communication. make call
media control. play media	MEDIACONTROL	play_media	media control. play media
how cold will it be tonight?	WEATHER	weather_default	weather. weather default
what is the weather tonight?	WEATHER	weather_default	weather. weather default
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
set alarm for 12:30.	ALARM	set_alarm	alarm. set alarm
alarm. time remaining	ALARM	time_remaining	alarm. time remaining
how is the weather for tomorrow?	WEATHER	weather_default	weather. weather default
hey cortana play smooth jazz.	MEDIACONTROL	play_media	media control. play media
i'm sad.	OTHER	other	other. other
other. other	OTHER	other	other. other
play 92.5 fm.	MEDIACONTROL	play_media	media control. play media
play bulgarian music.	MEDIACONTROL	play_media	media control. play media
map.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
increase the volume please.	MEDIACONTROL	volume_up	media control. volume up
play 102.3 the beat on iheartradio.	MEDIACONTROL	play_media	media control. play media
other skill. otherskill default	OTHERSKILL	otherskill_default	other skill. otherskill default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
timer 30 minutes.	ALARM	set_timer	alarm. set timer
calendar. find calendar entry	CALENDAR	find_calendar_entry	calendar. find calendar entry
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
media control. play media	MEDIACONTROL	play_media	media control. play media
shut up the timer.	ALARM	turn_off_timer	alarm. turn off timer
play 7 nation army.	MEDIACONTROL	play_media	media control. play media
remind me to check on coffee in 6 minutes.	REMINDER	create_single_reminder	reminder. create single reminder
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
weather. weather default	WEATHER	weather_default	weather. weather default
play alan jackson music.	MEDIACONTROL	play_media	media control. play media
play some boston.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
unpause the music.	MEDIACONTROL	resume	media control. resume
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
tune into talk sport on tunein.	MEDIACONTROL	play_media	media control. play media
media control. resume	MEDIACONTROL	resume	media control. resume
play creep.	MEDIACONTROL	play_media	media control. play media
set temperature to 70 degrees.	HOMEAUTOMATION	set_device	home automation. set device
play the song closing time.	MEDIACONTROL	play_media	media control. play media
turn on master bedroom lights.	HOMEAUTOMATION	turn_on	home automation. turn on
other. other	OTHER	other	other. other
what is today's weather forecast?	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
on device. are you listening	ONDEVICE	are_you_listening	on device. are you listening
how is the weather?	WEATHER	weather_default	weather. weather default
media control. stop	MEDIACONTROL	stop	media control. stop
tune into 77 wabc on iheartradio.	MEDIACONTROL	play_media	media control. play media
stop hey cortana.	COMMON	stop	common. stop
media control. play media	MEDIACONTROL	play_media	media control. play media
what's the weather like for today?	WEATHER	weather_default	weather. weather default
who's the boss?	OTHER	other	other. other
play trolls soundtrack.	MEDIACONTROL	play_media	media control. play media
play are you ready for it by taylor swift.	MEDIACONTROL	play_media	media control. play media
hey cortana play country music.	MEDIACONTROL	play_media	media control. play media
play Morning music.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
calendar. find calendar entry	CALENDAR	find_calendar_entry	calendar. find calendar entry
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play zac brown band.	MEDIACONTROL	play_media	media control. play media
alarm. turn off alarm	ALARM	turn_off_alarm	alarm. turn off alarm
play me some country music.	MEDIACONTROL	play_media	media control. play media
turn off the lights in my room.	HOMEAUTOMATION	turn_off	home automation. turn off
connect to spotify.	MEDIACONTROL	play_media	media control. play media
note. add to note	NOTE	add_to_note	note. add to note
movies.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
where am i listening to?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
turn on bedroom lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
turn bedroom light off.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
play coffee house.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
0.291666667	OTHER	other	other. other
home automation. lock	HOMEAUTOMATION	lock	home automation. lock
when is valentine's day?	OTHER	other	other. other
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
hey cortana hey cortana hey cortana.	OTHER	other	other. other
go home.	ONDEVICE	main_menu	on device. main menu
can you play music?	MEDIACONTROL	play_media	media control. play media
turn up bedroom lights.	HOMEAUTOMATION	turn_up	home automation. turn up
set thermostat to 76 degrees.	HOMEAUTOMATION	set_device	home automation. set device
play rap music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 10:50 AM.	ALARM	set_alarm	alarm. set alarm
start alexa.	OTHER	other	other. other
play hozier.	MEDIACONTROL	play_media	media control. play media
play 105.3.	MEDIACONTROL	play_media	media control. play media
is it gonna rain this week?	WEATHER	weather_default	weather. weather default
turn on the timer.	ALARM	set_timer	alarm. set timer
play sonder.	MEDIACONTROL	play_media	media control. play media
play song again.	MEDIACONTROL	repeat	media control. repeat
media control. resume	MEDIACONTROL	resume	media control. resume
set an alarm for 45 minutes from now.	ALARM	set_alarm	alarm. set alarm
play some bee gees.	MEDIACONTROL	play_media	media control. play media
play 80s radio.	MEDIACONTROL	play_media	media control. play media
play wakr on tunein.	MEDIACONTROL	play_media	media control. play media
media control. recognize currently playing	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
Camera.	ONDEVICE	open_application	on device. open application
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
play Barbra Streisand.	MEDIACONTROL	play_media	media control. play media
set alarm for one hour.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn up the sound.	MEDIACONTROL	volume_up	media control. volume up
turn the living room light on.	HOMEAUTOMATION	turn_on	home automation. turn on
play the banana boat song.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play i can't stop the feeling.	MEDIACONTROL	play_media	media control. play media
play tina turner.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
power down.	ONDEVICE	power_off	on device. power off
wake me up at 12.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
pause playback.	MEDIACONTROL	pause	media control. pause
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
set alarm for 6:30 AM.	ALARM	set_alarm	alarm. set alarm
play marketplace.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
rals.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
can you play havana?	MEDIACONTROL	play_media	media control. play media
on device. power off	ONDEVICE	power_off	on device. power off
hey cortana.	OTHER	other	other. other
start timer for 3 minutes.	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
timer for 30 minutes.	ALARM	set_timer	alarm. set timer
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play the wiggles.	MEDIACONTROL	play_media	media control. play media
play some collective soul.	MEDIACONTROL	play_media	media control. play media
common. stop	COMMON	stop	common. stop
common. stop	COMMON	stop	common. stop
common. confirm	COMMON	confirm	common. confirm
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
mute the music.	MEDIACONTROL	mute	media control. mute
alarm. set timer	ALARM	set_timer	alarm. set timer
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
good night cortana.	OTHERSKILL	otherskill_default	other skill. otherskill default
what's the temperature supposed to be tomorrow?	WEATHER	weather_default	weather. weather default
weather. weather default	WEATHER	weather_default	weather. weather default
what's the weather going to be like?	WEATHER	weather_default	weather. weather default
turn off desk light.	HOMEAUTOMATION	turn_off	home automation. turn off
play the last song.	MEDIACONTROL	play_media	media control. play media
media control. shuffle music	MEDIACONTROL	shuffle_music	media control. shuffle music
weather. weather default	WEATHER	weather_default	weather. weather default
play some relaxation music.	MEDIACONTROL	play_media	media control. play media
play the laurie berkner band.	MEDIACONTROL	play_media	media control. play media
play frank sinatra radio.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. recognize currently playing	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
other. other	OTHER	other	other. other
play pearl jam on spotify.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
media control. play media	MEDIACONTROL	play_media	media control. play media
dismiss the timer.	ALARM	turn_off_timer	alarm. turn off timer
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. delete alarm	ALARM	delete_alarm	alarm. delete alarm
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
other. other	OTHER	other	other. other
english.	OTHER	other	other. other
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play deep focus.	MEDIACONTROL	play_media	media control. play media
shut down.	ONDEVICE	power_off	on device. power off
play everything is awesome.	MEDIACONTROL	play_media	media control. play media
alarm. turn off alarm	ALARM	turn_off_alarm	alarm. turn off alarm
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
play heartache tonight.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
set volume to 40%.	MEDIACONTROL	set_volume	media control. set volume
play music on iheartradio.	MEDIACONTROL	play_media	media control. play media
that's awesome.	OTHER	other	other. other
on device. power off	ONDEVICE	power_off	on device. power off
media control. play media	MEDIACONTROL	play_media	media control. play media
set volume to 50.	MEDIACONTROL	set_volume	media control. set volume
play smokey robinson.	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
what's the low for tonight?	WEATHER	weather_default	weather. weather default
play list.	MEDIACONTROL	play_media	media control. play media
play SKAIFM on tunein.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
how is my day today?	CALENDAR	find_calendar_entry	calendar. find calendar entry
what sound does a cat make?	OTHER	other	other. other
turn off porch.	HOMEAUTOMATION	turn_off	home automation. turn off
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
do you speak spanish?	OTHER	other	other. other
wake me up at 9:30.	ALARM	set_alarm	alarm. set alarm
play the big 98.	MEDIACONTROL	play_media	media control. play media
what's the weather outside like?	WEATHER	weather_default	weather. weather default
play take me to church.	MEDIACONTROL	play_media	media control. play media
set timer 30 minutes.	ALARM	set_timer	alarm. set timer
note. add to note	NOTE	add_to_note	note. add to note
weather. weather default	WEATHER	weather_default	weather. weather default
play some taylor swift.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
make a call.	COMMUNICATION	make_call	communication. make call
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
alarm. set timer	ALARM	set_timer	alarm. set timer
set an alarm for 18 minutes.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
hey cortana skip song.	MEDIACONTROL	skip_forward	media control. skip forward
play some elton john.	MEDIACONTROL	play_media	media control. play media
with me.	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play the oldies.	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
turn up the kitchen lights.	HOMEAUTOMATION	turn_up	home automation. turn up
wake me up in 90 minutes.	ALARM	set_alarm	alarm. set alarm
play sounds of nature.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play halsey.	MEDIACONTROL	play_media	media control. play media
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
set the lights to 100%.	HOMEAUTOMATION	set_device	home automation. set device
we are home.	OTHER	other	other. other
play talking heads.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play brazilian music.	MEDIACONTROL	play_media	media control. play media
set the volume to 35%.	MEDIACONTROL	set_volume	media control. set volume
alarm. set timer	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
change the song.	MEDIACONTROL	skip_forward	media control. skip forward
wake me up at 7:10.	ALARM	set_alarm	alarm. set alarm
volume down.	MEDIACONTROL	volume_down	media control. volume down
media control. stop	MEDIACONTROL	stop	media control. stop
media control. play media	MEDIACONTROL	play_media	media control. play media
money.	OTHER	other	other. other
turn.	OTHER	other	other. other
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
set 5 minute timer.	ALARM	set_timer	alarm. set timer
turn on office.	HOMEAUTOMATION	turn_on	home automation. turn on
on device. ondevice other	ONDEVICE	ondevice_other	on device. ondevice other
i need.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
play kendrick lamar.	MEDIACONTROL	play_media	media control. play media
play my spotify.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
turn off julian bedroom.	HOMEAUTOMATION	turn_off	home automation. turn off
nfl scores.	OTHER	other	other. other
play 96.5.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play cake by the ocean.	MEDIACONTROL	play_media	media control. play media
volume 1%.	MEDIACONTROL	set_volume	media control. set volume
start ocean waves.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play up.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play sesame street music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
call sam.	COMMUNICATION	make_call	communication. make call
increase volume by 30%.	MEDIACONTROL	volume_up	media control. volume up
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
wake me up at 11 AM.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
places. places default	PLACES	places_default	places. places default
what's on my grocery list?	MYSTUFF	find_my_stuff	my stuff. find my stuff
weather. weather default	WEATHER	weather_default	weather. weather default
cancel all alarms.	ALARM	turn_off_alarm	alarm. turn off alarm
are you spying on us?	OTHER	other	other. other
on device. pair device	ONDEVICE	pair_device	on device. pair device
play dark asylum radio on tunein.	MEDIACONTROL	play_media	media control. play media
add cereal to my grocery list.	NOTE	add_to_note	note. add to note
media control. play media	MEDIACONTROL	play_media	media control. play media
what's the temperature inside?	HOMEAUTOMATION	query_state	home automation. query state
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
what's my schedule tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
play 97.3 kbco.	MEDIACONTROL	play_media	media control. play media
play top 100.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
news today.	OTHER	other	other. other
wake me up at 6 o'clock.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
what is playing?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
media control. play media	MEDIACONTROL	play_media	media control. play media
play random music.	MEDIACONTROL	play_media	media control. play media
wake me up at 3 pm.	ALARM	set_alarm	alarm. set alarm
places. places default	PLACES	places_default	places. places default
play nothing.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play renegade by styx.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
give me a fun fact.	OTHER	other	other. other
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
turn on the table light.	HOMEAUTOMATION	turn_on	home automation. turn on
play contemporary christian.	MEDIACONTROL	play_media	media control. play media
what alarms do i have set?	ALARM	find_alarm	alarm. find alarm
set an appointment.	CALENDAR	create_calendar_entry	calendar. create calendar entry
shuffle play.	MEDIACONTROL	shuffle_music	media control. shuffle music
new alarm.	ALARM	set_alarm	alarm. set alarm
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play James Taylor.	MEDIACONTROL	play_media	media control. play media
play the 1975.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
pause the music please.	MEDIACONTROL	pause	media control. pause
how's the weather gonna be today?	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. resume	MEDIACONTROL	resume	media control. resume
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
play some indian music.	MEDIACONTROL	play_media	media control. play media
when's my alarm set for?	ALARM	find_alarm	alarm. find alarm
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
alarm. time remaining	ALARM	time_remaining	alarm. time remaining
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
tell me the news for today.	MEDIACONTROL	play_news	media control. play news
what time is it in japan?	OTHER	other	other. other
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
volume down 20%.	MEDIACONTROL	volume_down	media control. volume down
play netflix.	ONDEVICE	open_application	on device. open application
turn on sandy's light.	HOMEAUTOMATION	turn_on	home automation. turn on
play radio paradise on tunein.	MEDIACONTROL	play_media	media control. play media
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
media control. resume	MEDIACONTROL	resume	media control. resume
play me some 80s music.	MEDIACONTROL	play_media	media control. play media
play some m?tley cr?e.	MEDIACONTROL	play_media	media control. play media
wake me up at 8:10.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
what time is it what time is it?	OTHER	other	other. other
play tlc.	MEDIACONTROL	play_media	media control. play media
can you play christmas music please?	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
other. other	OTHER	other	other. other
play lil wayne.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play opera.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
on device. power off	ONDEVICE	power_off	on device. power off
play talk radio.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play jodeci.	MEDIACONTROL	play_media	media control. play media
play toto.	MEDIACONTROL	play_media	media control. play media
do you work for the cia?	OTHER	other	other. other
what time is the sunset?	OTHER	other	other. other
