text	domain	intent	target
set alarm for 10 o'clock.	ALARM	set_alarm	alarm. set alarm
play mary j blige.	MEDIACONTROL	play_media	media control. play media
hey cortana goodnight.	OTHERSKILL	otherskill_default	other skill. otherskill default
play some Nirvana.	MEDIACONTROL	play_media	media control. play media
set an alarm for 7:00:00AM.	ALARM	set_alarm	alarm. set alarm
set timer one minute.	ALARM	set_timer	alarm. set timer
play radio rmf fm.	MEDIACONTROL	play_media	media control. play media
play crazy train.	MEDIACONTROL	play_media	media control. play media
set a timer for 27 minutes.	ALARM	set_timer	alarm. set timer
what's on my calendar tomorrow morning?	CALENDAR	find_calendar_entry	calendar. find calendar entry
play irish music.	MEDIACONTROL	play_media	media control. play media
play 3 Doors Down.	MEDIACONTROL	play_media	media control. play media
set my alarm for 11 AM.	ALARM	set_alarm	alarm. set alarm
set alarm for 5:50.	ALARM	set_alarm	alarm. set alarm
turn up the volume a little bit.	MEDIACONTROL	volume_up	media control. volume up
play ocean music.	MEDIACONTROL	play_media	media control. play media
play getaway car by taylor swift.	MEDIACONTROL	play_media	media control. play media
play wcbs newsradio 880.	MEDIACONTROL	play_media	media control. play media
open bird sounds.	MEDIACONTROL	play_media	media control. play media
set a timer for 30 minutes please.	ALARM	set_timer	alarm. set timer
turn my alarm.	ALARM	set_alarm	alarm. set alarm
play michael buble christmas album.	MEDIACONTROL	play_media	media control. play media
set alarm for 11:50.	ALARM	set_alarm	alarm. set alarm
play KUSC on iheartradio.	MEDIACONTROL	play_media	media control. play media
play bank account.	MEDIACONTROL	play_media	media control. play media
timer for 15 minutes.	ALARM	set_timer	alarm. set timer
play 1370 am.	MEDIACONTROL	play_media	media control. play media
play Janet Jackson.	MEDIACONTROL	play_media	media control. play media
play top.	MEDIACONTROL	play_media	media control. play media
set the volume to 40%.	MEDIACONTROL	set_volume	media control. set volume
play some justin timberlake.	MEDIACONTROL	play_media	media control. play media
play skywalker.	MEDIACONTROL	play_media	media control. play media
play classic fm london.	MEDIACONTROL	play_media	media control. play media
doctor.	OTHER	other	other. other
play mariachi music.	MEDIACONTROL	play_media	media control. play media
decrease volume by 20%.	MEDIACONTROL	volume_down	media control. volume down
decrease volume by 10%.	MEDIACONTROL	volume_down	media control. volume down
what's the patriots score?	OTHER	other	other. other
what's left on my timer?	ALARM	time_remaining	alarm. time remaining
no problem.	OTHER	other	other. other
play the greatest showman on spotify.	MEDIACONTROL	play_media	media control. play media
sing a song for me.	OTHER	other	other. other
wake me up at 6 o'clock in the morning.	ALARM	set_alarm	alarm. set alarm
car.	OTHER	other	other. other
play motown music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 10:15.	ALARM	set_alarm	alarm. set alarm
lower the volume a little bit.	MEDIACONTROL	volume_down	media control. volume down
play me some smooth jazz.	MEDIACONTROL	play_media	media control. play media
play chill hits on spotify.	MEDIACONTROL	play_media	media control. play media
play shreenathji.	MEDIACONTROL	play_media	media control. play media
take a screenshot.	CAPTURE	capture_screenshot	capture. capture screenshot
wake me up tomorrow at 7.	ALARM	set_alarm	alarm. set alarm
play big band.	MEDIACONTROL	play_media	media control. play media
what are the news today?	OTHER	other	other. other
set an appointment.	CALENDAR	create_calendar_entry	calendar. create calendar entry
play lebanese songs.	MEDIACONTROL	play_media	media control. play media
play some light rock.	MEDIACONTROL	play_media	media control. play media
play pentatonix christmas music.	MEDIACONTROL	play_media	media control. play media
play armin van buren.	MEDIACONTROL	play_media	media control. play media
play rockabye baby.	MEDIACONTROL	play_media	media control. play media
add to grocery list.	NOTE	add_to_note	note. add to note
play some 80s rock.	MEDIACONTROL	play_media	media control. play media
what's the headline news?	OTHER	other	other. other
play some George Winston.	MEDIACONTROL	play_media	media control. play media
play on.	MEDIACONTROL	play_media	media control. play media
play the mamas and the papas music.	MEDIACONTROL	play_media	media control. play media
play music by queen.	MEDIACONTROL	play_media	media control. play media
play south brazil.	MEDIACONTROL	play_media	media control. play media
set alarm for 5:30 pm.	ALARM	set_alarm	alarm. set alarm
what's the timer?	ALARM	find_timer	alarm. find timer
who is singing the song?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
set alarm for 5 o'clock.	ALARM	set_alarm	alarm. set alarm
play relaxing mozart.	MEDIACONTROL	play_media	media control. play media
play see you again.	MEDIACONTROL	play_media	media control. play media
play down.	MEDIACONTROL	play_media	media control. play media
turn on corner lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
play american top 40.	MEDIACONTROL	play_media	media control. play media
can you play ed sheeran?	MEDIACONTROL	play_media	media control. play media
play secret garden.	MEDIACONTROL	play_media	media control. play media
ask you.	OTHER	other	other. other
play my spotify playlist my favorite songs.	MEDIACONTROL	play_media	media control. play media
play Manchester orchestra.	MEDIACONTROL	play_media	media control. play media
play stop.	MEDIACONTROL	stop	media control. stop
play the beastie boys.	MEDIACONTROL	play_media	media control. play media
play run dmc.	MEDIACONTROL	play_media	media control. play media
play wake me up before you gogo.	MEDIACONTROL	play_media	media control. play media
play 1590 on tunein.	MEDIACONTROL	play_media	media control. play media
play try everything by shakira.	MEDIACONTROL	play_media	media control. play media
play Ray Charles.	MEDIACONTROL	play_media	media control. play media
play knzr radio.	MEDIACONTROL	play_media	media control. play media
start Bluetooth.	ONDEVICE	turn_on_setting	on device. turn on setting
naked.	OTHER	other	other. other
this week.	OTHER	other	other. other
turn light on.	HOMEAUTOMATION	turn_on	home automation. turn on
play trap music.	MEDIACONTROL	play_media	media control. play media
play goo goo dolls.	MEDIACONTROL	play_media	media control. play media
cancel time.	ALARM	turn_off_timer	alarm. turn off timer
listen to spotify.	MEDIACONTROL	play_media	media control. play media
wake me up in 3 hours.	ALARM	set_alarm	alarm. set alarm
delete my alarm.	ALARM	turn_off_alarm	alarm. turn off alarm
can you play some bollywood music?	MEDIACONTROL	play_media	media control. play media
hey cortana pause the music.	MEDIACONTROL	pause	media control. pause
set my alarm for 5:30.	ALARM	set_alarm	alarm. set alarm
set my alarm for 6 am tomorrow.	ALARM	set_alarm	alarm. set alarm
set my alarm for 9:30 AM.	ALARM	set_alarm	alarm. set alarm
say that again.	COMMON	repeat	common. repeat
20 minutes.	OTHER	other	other. other
hey cortana how much time is left on the timer.	ALARM	time_remaining	alarm. time remaining
how old is tom brady?	OTHER	other	other. other
set volume to 100%.	MEDIACONTROL	set_volume	media control. set volume
turn off tree.	HOMEAUTOMATION	turn_off	home automation. turn off
forecast for today.	WEATHER	weather_default	weather. weather default
play my sleep playlist.	MEDIACONTROL	play_media	media control. play media
play steve miller band.	MEDIACONTROL	play_media	media control. play media
set an alarm for 12.	ALARM	set_alarm	alarm. set alarm
wait.	OTHER	other	other. other
add eggs to grocery list.	NOTE	add_to_note	note. add to note
play hanuman chalisa.	MEDIACONTROL	play_media	media control. play media
play Zedd.	MEDIACONTROL	play_media	media control. play media
what time is it in utah?	OTHER	other	other. other
play rise against on Spotify.	MEDIACONTROL	play_media	media control. play media
play alone by marshmello.	MEDIACONTROL	play_media	media control. play media
videos.	OTHER	other	other. other
wake me up at 6 PM.	ALARM	set_alarm	alarm. set alarm
play klux tunein.	MEDIACONTROL	play_media	media control. play media
turn off dan's light.	HOMEAUTOMATION	turn_off	home automation. turn off
remind me in 10 minutes.	REMINDER	create_single_reminder	reminder. create single reminder
can you play the music?	MEDIACONTROL	play_media	media control. play media
wake me up in 4 hours.	ALARM	set_alarm	alarm. set alarm
play some dean martin.	MEDIACONTROL	play_media	media control. play media
play Michael Jackson on spotify.	MEDIACONTROL	play_media	media control. play media
set a reminder for 5 minutes.	REMINDER	create_single_reminder	reminder. create single reminder
what's the temperature in new york city?	WEATHER	weather_default	weather. weather default
timer for minutes.	ALARM	set_timer	alarm. set timer
play some Depeche Mode.	MEDIACONTROL	play_media	media control. play media
play itsy bitsy spider.	MEDIACONTROL	play_media	media control. play media
play classic christmas songs.	MEDIACONTROL	play_media	media control. play media
play September.	MEDIACONTROL	play_media	media control. play media
play taylor swift reputation.	MEDIACONTROL	play_media	media control. play media
what do i have for today?	CALENDAR	find_calendar_entry	calendar. find calendar entry
how's the traffic?	PLACES	places_default	places. places default
play ac/dc.	MEDIACONTROL	play_media	media control. play media
are you on the internet?	OTHER	other	other. other
how many ounces are in a gallon?	OTHER	other	other. other
set alarm for 6:35 am.	ALARM	set_alarm	alarm. set alarm
start a timer for one minute.	ALARM	set_timer	alarm. set timer
set my alarm for 7 o'clock.	ALARM	set_alarm	alarm. set alarm
play kq 92 on iheartradio.	MEDIACONTROL	play_media	media control. play media
play u2 on spotify.	MEDIACONTROL	play_media	media control. play media
play beach music.	MEDIACONTROL	play_media	media control. play media
what's microsoft stock price?	OTHER	other	other. other
play Bing Crosby.	MEDIACONTROL	play_media	media control. play media
play benny goodman.	MEDIACONTROL	play_media	media control. play media
play calm radio christian on tunein.	MEDIACONTROL	play_media	media control. play media
turn up living room lights.	HOMEAUTOMATION	turn_up	home automation. turn up
play sweet home Alabama.	MEDIACONTROL	play_media	media control. play media
turn on bedroom1.	HOMEAUTOMATION	turn_on	home automation. turn on
play whyy-fm.	MEDIACONTROL	play_media	media control. play media
play summer.	MEDIACONTROL	play_media	media control. play media
play The Supremes.	MEDIACONTROL	play_media	media control. play media
play Greek music.	MEDIACONTROL	play_media	media control. play media
what do you?	OTHER	other	other. other
replay that last song.	MEDIACONTROL	repeat	media control. repeat
30	OTHER	other	other. other
call sugarland er.	OTHER	other	other. other
can you set an alarm?	ALARM	set_alarm	alarm. set alarm
play 2 steps from hell.	MEDIACONTROL	play_media	media control. play media
play riptide.	MEDIACONTROL	play_media	media control. play media
can you play christmas songs?	MEDIACONTROL	play_media	media control. play media
i missed you.	OTHER	other	other. other
turn on my office lights.	HOMEAUTOMATION	turn_on	home automation. turn on
play marry me by thomas rhett.	MEDIACONTROL	play_media	media control. play media
play some smooth jazz music.	MEDIACONTROL	play_media	media control. play media
read me some news.	MEDIACONTROL	play_news	media control. play news
play the wheels on the bus.	MEDIACONTROL	play_media	media control. play media
what's the temperature supposed to be today?	WEATHER	weather_default	weather. weather default
best.	OTHER	other	other. other
do that?	OTHER	other	other. other
what's good?	OTHER	other	other. other
set the alarm for 8:30 am.	ALARM	set_alarm	alarm. set alarm
press play.	OTHER	other	other. other
play today.	MEDIACONTROL	play_media	media control. play media
play capital kings radio.	MEDIACONTROL	play_media	media control. play media
play 106.7 on iheartradio.	MEDIACONTROL	play_media	media control. play media
coming.	OTHER	other	other. other
sing to me.	OTHER	other	other. other
weather like today.	OTHER	other	other. other
sweet.	OTHER	other	other. other
say a joke.	OTHER	other	other. other
set up an alarm at 4 pm.	ALARM	set_alarm	alarm. set alarm
call home skype.	COMMUNICATION	make_call	communication. make call
great.	OTHER	other	other. other
what's your ip address?	ONDEVICE	read_ip_address	on device. read ip address
play latest hits.	MEDIACONTROL	play_media	media control. play media
play modern jazz.	MEDIACONTROL	play_media	media control. play media
tell me what time it is.	OTHER	other	other. other
what's on my agenda for today?	CALENDAR	find_calendar_entry	calendar. find calendar entry
play Pantera.	MEDIACONTROL	play_media	media control. play media
open maps.	ONDEVICE	open_application	on device. open application
turn on alarm.	ALARM	set_alarm	alarm. set alarm
play 97.1.	MEDIACONTROL	play_media	media control. play media
turn the music down a little.	MEDIACONTROL	volume_down	media control. volume down
hey cortana turn up the music.	MEDIACONTROL	volume_up	media control. volume up
turn the volume down to 25%.	MEDIACONTROL	volume_down	media control. volume down
play soul music.	MEDIACONTROL	play_media	media control. play media
play Jagjit Singh.	MEDIACONTROL	play_media	media control. play media
play pr.	MEDIACONTROL	play_media	media control. play media
nice.	OTHER	other	other. other
turn on 105.3.	MEDIACONTROL	play_media	media control. play media
read me the news headlines.	MEDIACONTROL	play_news	media control. play news
play hit nation on iHeartRadio.	MEDIACONTROL	play_media	media control. play media
paper.	OTHER	other	other. other
what do you think about?	OTHER	other	other. other
what day of the week is it?	OTHER	other	other. other
turn off peter office light.	HOMEAUTOMATION	turn_off	home automation. turn off
play 3 dog night.	MEDIACONTROL	play_media	media control. play media
play bidi bidi bom bom by selena.	MEDIACONTROL	play_media	media control. play media
can you fart?	OTHER	other	other. other
play Chevelle.	MEDIACONTROL	play_media	media control. play media
tell us something interesting.	OTHER	other	other. other
not working.	OTHER	other	other. other
change the channel.	MEDIACONTROL	skip_forward	media control. skip forward
play old dominion.	MEDIACONTROL	play_media	media control. play media
50%.	OTHERSKILL	otherskill_default	other skill. otherskill default
set my alarm for 6:15 AM.	ALARM	set_alarm	alarm. set alarm
department.	OTHER	other	other. other
turn the lights out.	HOMEAUTOMATION	turn_off	home automation. turn off
play zen music.	MEDIACONTROL	play_media	media control. play media
what's the top news today?	OTHER	other	other. other
play Coldplay music.	MEDIACONTROL	play_media	media control. play media
play fireball.	MEDIACONTROL	play_media	media control. play media
turn music off please.	MEDIACONTROL	stop	media control. stop
play head shoulders knees and toes.	MEDIACONTROL	play_media	media control. play media
what's the weather like now?	WEATHER	weather_default	weather. weather default
play ed sheeran on iheartradio.	MEDIACONTROL	play_media	media control. play media
boo.	OTHER	other	other. other
play sound of silence by disturbed.	MEDIACONTROL	play_media	media control. play media
can you please stop the music?	MEDIACONTROL	stop	media control. stop
why not?	OTHER	other	other. other
play you're welcome.	MEDIACONTROL	play_media	media control. play media
play I remember.	MEDIACONTROL	play_media	media control. play media
turn off my bedroom heater.	HOMEAUTOMATION	turn_off	home automation. turn off
hey cortana set a timer for 10 minutes.	ALARM	set_timer	alarm. set timer
drive.	OTHER	other	other. other
are you doing today?	OTHER	other	other. other
play lights down low.	MEDIACONTROL	play_media	media control. play media
party.	OTHER	other	other. other
play billie jean by michael jackson.	MEDIACONTROL	play_media	media control. play media
bad.	OTHER	other	other. other
play cooking music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 5.	ALARM	set_alarm	alarm. set alarm
play daniel caesar.	MEDIACONTROL	play_media	media control. play media
play taylor swift on spotify.	MEDIACONTROL	play_media	media control. play media
what do you think of google?	OTHER	other	other. other
play yiruma.	MEDIACONTROL	play_media	media control. play media
play some fall out boy.	MEDIACONTROL	play_media	media control. play media
cut the music off.	MEDIACONTROL	stop	media control. stop
stop this music.	MEDIACONTROL	stop	media control. stop
play alex jones show on tunein.	MEDIACONTROL	play_media	media control. play media
are you connected to internet?	OTHER	other	other. other
play jazz 88.5 fm.	MEDIACONTROL	play_media	media control. play media
play weta.	MEDIACONTROL	play_media	media control. play media
play light music.	MEDIACONTROL	play_media	media control. play media
when's the next warriors game?	OTHER	other	other. other
do you love maine?	OTHER	other	other. other
turn the volume down to 50 %.	MEDIACONTROL	volume_down	media control. volume down
set an alarm for 6:05 am.	ALARM	set_alarm	alarm. set alarm
play carry on my wayward son.	MEDIACONTROL	play_media	media control. play media
lower the volume by 10%.	MEDIACONTROL	volume_down	media control. volume down
tune into 660 am the answer on iheartradio.	MEDIACONTROL	play_media	media control. play media
play 103.7 the legend on iheartradio.	MEDIACONTROL	play_media	media control. play media
how cold is it out?	WEATHER	weather_default	weather. weather default
do i have any reminders today?	REMINDER	find_reminder	reminder. find reminder
what's the weather outside like?	WEATHER	weather_default	weather. weather default
what's the news update?	OTHER	other	other. other
what time is it cortana?	OTHER	other	other. other
play jazz 24.	MEDIACONTROL	play_media	media control. play media
turn up the master bedroom light.	HOMEAUTOMATION	turn_up	home automation. turn up
turn the volume down to 30%.	MEDIACONTROL	volume_down	media control. volume down
play ktox radio.	MEDIACONTROL	play_media	media control. play media
play i found a diamond.	MEDIACONTROL	play_media	media control. play media
how tall is the empire state building?	OTHER	other	other. other
call 416-787-0568.	COMMUNICATION	make_call	communication. make call
play you are my sunshine.	MEDIACONTROL	play_media	media control. play media
play the night we met.	MEDIACONTROL	play_media	media control. play media
set my alarm for 7:45 am.	ALARM	set_alarm	alarm. set alarm
rap.	OTHER	other	other. other
play music by hillsong united.	MEDIACONTROL	play_media	media control. play media
play lost boy.	MEDIACONTROL	play_media	media control. play media
play crosby stills and nash.	MEDIACONTROL	play_media	media control. play media
play a perfect circle.	MEDIACONTROL	play_media	media control. play media
play kidz bop 37.	MEDIACONTROL	play_media	media control. play media
play cran berries.	MEDIACONTROL	play_media	media control. play media
this weekend.	OTHER	other	other. other
what was that?	OTHER	other	other. other
play marc anthony music.	MEDIACONTROL	play_media	media control. play media
turn off flashlight.	ONDEVICE	turn_off_setting	on device. turn off setting
play some john denver.	MEDIACONTROL	play_media	media control. play media
turn down a little bit.	MEDIACONTROL	volume_down	media control. volume down
play whyy radio station.	MEDIACONTROL	play_media	media control. play media
can you please turn off?	OTHERSKILL	otherskill_default	other skill. otherskill default
how many ounces in a gallon?	OTHER	other	other. other
set volume 30%.	MEDIACONTROL	set_volume	media control. set volume
play me a lullaby.	MEDIACONTROL	play_media	media control. play media
play commander cody.	MEDIACONTROL	play_media	media control. play media
lower volume by 10%.	MEDIACONTROL	volume_down	media control. volume down
play music by bruno mars.	MEDIACONTROL	play_media	media control. play media
check my package.	OTHER	other	other. other
turn off porch light.	HOMEAUTOMATION	turn_off	home automation. turn off
please shut down.	ONDEVICE	power_off	on device. power off
play piano man.	MEDIACONTROL	play_media	media control. play media
play dido.	MEDIACONTROL	play_media	media control. play media
set an alarm for 4:30 PM.	ALARM	set_alarm	alarm. set alarm
what time is it in hawaii?	OTHER	other	other. other
turn off the den lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
play foster the people.	MEDIACONTROL	play_media	media control. play media
play ricky martin.	MEDIACONTROL	play_media	media control. play media
play happy time playlist.	MEDIACONTROL	play_media	media control. play media
play some john mayer.	MEDIACONTROL	play_media	media control. play media
play tsf jazz on tunein.	MEDIACONTROL	play_media	media control. play media
turn off ryan's bedroom light fixture.	HOMEAUTOMATION	turn_off	home automation. turn off
play rock nation.	MEDIACONTROL	play_media	media control. play media
what's the current news?	OTHER	other	other. other
he.	OTHER	other	other. other
play my discover weekly playlist.	MEDIACONTROL	play_media	media control. play media
set alarm for 10:30 AM.	ALARM	set_alarm	alarm. set alarm
play music music.	MEDIACONTROL	play_media	media control. play media
cat.	OTHER	other	other. other
play tango music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 4:45.	ALARM	set_alarm	alarm. set alarm
who sang the song?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
play the sound of silence.	MEDIACONTROL	play_media	media control. play media
ask fitbit how many steps i've taken.	OTHER	other	other. other
play needtobreathe.	MEDIACONTROL	play_media	media control. play media
spell.	OTHER	other	other. other
how many minutes left?	OTHERSKILL	otherskill_default	other skill. otherskill default
table.	OTHER	other	other. other
add an appointment to my calendar.	CALENDAR	create_calendar_entry	calendar. create calendar entry
how's my timer doing?	ALARM	find_timer	alarm. find timer
what happened this day in history?	OTHER	other	other. other
welcome.	OTHER	other	other. other
lower the volume to 25%.	MEDIACONTROL	volume_down	media control. volume down
happens.	OTHER	other	other. other
add coffee to my shopping list.	NOTE	add_to_note	note. add to note
play sunny radio.	MEDIACONTROL	play_media	media control. play media
what time is sunset tonight?	OTHER	other	other. other
who sings that song?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
sing a song for the baby.	OTHERSKILL	otherskill_default	other skill. otherskill default
play wu tang.	MEDIACONTROL	play_media	media control. play media
change station.	MEDIACONTROL	skip_forward	media control. skip forward
play dirty heads.	MEDIACONTROL	play_media	media control. play media
ask a question for sale.	OTHER	other	other. other
play some 50s music.	MEDIACONTROL	play_media	media control. play media
turn master bedroom lights to 10%.	HOMEAUTOMATION	set_device	home automation. set device
what's the weather out there?	WEATHER	weather_default	weather. weather default
can you play 80s music?	MEDIACONTROL	play_media	media control. play media
play motor sport by migos.	MEDIACONTROL	play_media	media control. play media
do i have any alarms set?	ALARM	find_alarm	alarm. find alarm
play real friends by camila cabello.	MEDIACONTROL	play_media	media control. play media
play music by katy perry.	MEDIACONTROL	play_media	media control. play media
play halsey on spotify.	MEDIACONTROL	play_media	media control. play media
play the imperial march.	MEDIACONTROL	play_media	media control. play media
play jerry goldsmith.	MEDIACONTROL	play_media	media control. play media
sing a christmas song.	OTHERSKILL	otherskill_default	other skill. otherskill default
remind me tomorrow.	REMINDER	create_single_reminder	reminder. create single reminder
play this is me.	MEDIACONTROL	play_media	media control. play media
play Pet Shop Boys.	MEDIACONTROL	play_media	media control. play media
no yes.	COMMON	confirm	common. confirm
can you turn on the lights?	HOMEAUTOMATION	turn_on	home automation. turn on
play VIDEO.	MEDIACONTROL	play_media	media control. play media
please shut up.	COMMON	stop	common. stop
play klux.	MEDIACONTROL	play_media	media control. play media
what's my reminder?	REMINDER	find_reminder	reminder. find reminder
call 425-457-3216.	COMMUNICATION	make_call	communication. make call
turn it down little bit.	MEDIACONTROL	volume_down	media control. volume down
play Martin garrix.	MEDIACONTROL	play_media	media control. play media
make a shopping list.	NOTE	create_note	note. create note
play all i want for christmas by mariah carey.	MEDIACONTROL	play_media	media control. play media
turn off rick's lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
wake me up at 7 in the morning.	ALARM	set_alarm	alarm. set alarm
play me music.	MEDIACONTROL	play_media	media control. play media
play I heart Christmas.	MEDIACONTROL	play_media	media control. play media
play music by Adele.	MEDIACONTROL	play_media	media control. play media
call daddy.	COMMUNICATION	make_call	communication. make call
play samantha james music.	MEDIACONTROL	play_media	media control. play media
play camilo sesto.	MEDIACONTROL	play_media	media control. play media
play my heart will go on.	MEDIACONTROL	play_media	media control. play media
play ksl newsradio.	MEDIACONTROL	play_media	media control. play media
play a christmas song.	MEDIACONTROL	play_media	media control. play media
play stick figures.	MEDIACONTROL	play_media	media control. play media
set volume to 45%.	MEDIACONTROL	set_volume	media control. set volume
hey cortana turn off music.	MEDIACONTROL	stop	media control. stop
play wfae.	MEDIACONTROL	play_media	media control. play media
please play classic rock.	MEDIACONTROL	play_media	media control. play media
play kc and the sunshine band.	MEDIACONTROL	play_media	media control. play media
play wei.	MEDIACONTROL	play_media	media control. play media
set an alarm for 12 o'clock.	ALARM	set_alarm	alarm. set alarm
can you please stop?	COMMON	stop	common. stop
hot.	OTHER	other	other. other
tell me today's news.	OTHER	other	other. other
play dubstep fm.	MEDIACONTROL	play_media	media control. play media
Email.	EMAIL	send_email	email. send email
play 107.9.	MEDIACONTROL	play_media	media control. play media
call baby.	COMMUNICATION	make_call	communication. make call
play smooth jazz radio.	MEDIACONTROL	play_media	media control. play media
set an alarm for 10.	ALARM	set_alarm	alarm. set alarm
set an alarm for 7:40.	ALARM	set_alarm	alarm. set alarm
make.	OTHER	other	other. other
lower the volume by 20%.	MEDIACONTROL	volume_down	media control. volume down
continue playlist.	MEDIACONTROL	resume	media control. resume
play pat benatar.	MEDIACONTROL	play_media	media control. play media
play bruno mars music.	MEDIACONTROL	play_media	media control. play media
set my alarm for 7:15.	ALARM	set_alarm	alarm. set alarm
hey cortana resume music.	MEDIACONTROL	resume	media control. resume
play some cooking music.	MEDIACONTROL	play_media	media control. play media
set the thermostat to 70.	HOMEAUTOMATION	set_device	home automation. set device
can you play havana?	MEDIACONTROL	play_media	media control. play media
play top hits on Spotify.	MEDIACONTROL	play_media	media control. play media
fun.	OTHER	other	other. other
play enya shuffle on.	MEDIACONTROL	shuffle_music	media control. shuffle music
play something good.	MEDIACONTROL	play_media	media control. play media
play Letterman music.	MEDIACONTROL	play_media	media control. play media
set the alarm for 7:30 am.	ALARM	set_alarm	alarm. set alarm
play bad blood.	MEDIACONTROL	play_media	media control. play media
play alan jackson music.	MEDIACONTROL	play_media	media control. play media
can you wake me up at 8?	ALARM	set_alarm	alarm. set alarm
turn up the sound.	MEDIACONTROL	volume_up	media control. volume up
turn the volume up please.	MEDIACONTROL	volume_up	media control. volume up
play pink floyd on spotify.	MEDIACONTROL	play_media	media control. play media
play tye tribbett.	MEDIACONTROL	play_media	media control. play media
play daily mix 5.	MEDIACONTROL	play_media	media control. play media
play the immigrant song.	MEDIACONTROL	play_media	media control. play media
play reggae tone.	MEDIACONTROL	play_media	media control. play media
kids.	OTHER	other	other. other
play 60s oldies.	MEDIACONTROL	play_media	media control. play media
play classic jazz.	MEDIACONTROL	play_media	media control. play media
turn off the basement light.	HOMEAUTOMATION	turn_off	home automation. turn off
listen to podcast.	MEDIACONTROL	play_media	media control. play media
what's the weather forecast for this week?	WEATHER	weather_default	weather. weather default
play inxs.	MEDIACONTROL	play_media	media control. play media
volume to 20%.	MEDIACONTROL	set_volume	media control. set volume
play workout playlist.	MEDIACONTROL	play_media	media control. play media
set a timer for 42 minutes.	ALARM	set_timer	alarm. set timer
play music by ed sheeran.	MEDIACONTROL	play_media	media control. play media
kitchen off.	HOMEAUTOMATION	turn_off	home automation. turn off
play wjr 760.	MEDIACONTROL	play_media	media control. play media
play some imagine dragons.	MEDIACONTROL	play_media	media control. play media
play planet money.	MEDIACONTROL	play_media	media control. play media
do it?	OTHER	other	other. other
turn on ceiling fan.	HOMEAUTOMATION	turn_on	home automation. turn on
wake me up in 35 minutes.	ALARM	set_alarm	alarm. set alarm
shuffle playlist.	MEDIACONTROL	shuffle_music	media control. shuffle music
play donna instrumental soft jazz.	MEDIACONTROL	play_media	media control. play media
can you wake me up at 7:30?	ALARM	set_alarm	alarm. set alarm
play Beach House.	MEDIACONTROL	play_media	media control. play media
you're the best.	OTHER	other	other. other
turn off the thermostat.	HOMEAUTOMATION	turn_off	home automation. turn off
sing me happy birthday.	OTHER	other	other. other
turn volume to 10%.	MEDIACONTROL	set_volume	media control. set volume
turn volume to 25%.	MEDIACONTROL	set_volume	media control. set volume
play bon iver.	MEDIACONTROL	play_media	media control. play media
play rachmaninoff.	MEDIACONTROL	play_media	media control. play media
play whro.	MEDIACONTROL	play_media	media control. play media
who invented?	OTHER	other	other. other
shut off all lights.	HOMEAUTOMATION	turn_off	home automation. turn off
set an alarm for 6 am in the morning.	ALARM	set_alarm	alarm. set alarm
other.	OTHER	other	other. other
play light classical.	MEDIACONTROL	play_media	media control. play media
what's the score of the seahawks game?	OTHER	other	other. other
play elmo slide.	MEDIACONTROL	play_media	media control. play media
turn the volume to 60%.	MEDIACONTROL	set_volume	media control. set volume
turn on office little lamp's.	HOMEAUTOMATION	turn_on	home automation. turn on
can you turn the music up?	MEDIACONTROL	volume_up	media control. volume up
turn off my 8 am alarm.	ALARM	turn_off_alarm	alarm. turn off alarm
tell me the news for today.	MEDIACONTROL	play_news	media control. play news
tell me a pirate joke.	OTHER	other	other. other
switch on lights.	HOMEAUTOMATION	turn_on	home automation. turn on
set tv room light to 100%.	HOMEAUTOMATION	set_device	home automation. set device
play run baby run by caspar babypants.	MEDIACONTROL	play_media	media control. play media
play kfbk radio.	MEDIACONTROL	play_media	media control. play media
play glenn miller.	MEDIACONTROL	play_media	media control. play media
set alarm at 8.	ALARM	set_alarm	alarm. set alarm
read my emails.	EMAIL	search_email	email. search email
play tina turner.	MEDIACONTROL	play_media	media control. play media
play this week in tech.	MEDIACONTROL	play_media	media control. play media
play the judds.	MEDIACONTROL	play_media	media control. play media
play the blaze radio.	MEDIACONTROL	play_media	media control. play media
hey cortana what's the time.	OTHER	other	other. other
play music by michael jackson.	MEDIACONTROL	play_media	media control. play media
play a pop song.	MEDIACONTROL	play_media	media control. play media
play this.	MEDIACONTROL	play_media	media control. play media
play wzzo.	MEDIACONTROL	play_media	media control. play media
tune.	OTHER	other	other. other
play see you again by wiz khalifa.	MEDIACONTROL	play_media	media control. play media
play kiss 108.	MEDIACONTROL	play_media	media control. play media
how is the weather today in celsius?	WEATHER	weather_default	weather. weather default
play cbs sports radio.	MEDIACONTROL	play_media	media control. play media
spiderman.	OTHER	other	other. other
turn off main lights.	HOMEAUTOMATION	turn_off	home automation. turn off
what's the score of the saints game?	OTHER	other	other. other
play kitaro.	MEDIACONTROL	play_media	media control. play media
set the lights to 40%.	HOMEAUTOMATION	set_device	home automation. set device
bbc news.	OTHER	other	other. other
